,type,block_type,Clasificacion Mamual,makes_sense,text,description,,coordinates_points,filetype,languages,page_number,filename,detection_class_prob,parent_id,image_path,,,,element_id
206,NarrativeText,NarrativeText,NarrativeText,TRUE,"For open-domain QA, multiple answer annotations are often available for a given question. These answer annotations are exploited by extractive models during training as typically all the answer annotations are used to ﬁnd matches within documents when preparing training data. For RAG, we also make use of multiple annotation examples for Natural Questions and WebQuestions by training the model with each (q, a) pair separately, leading to a small increase in accuracy. For TriviaQA, there are often many valid answers to a given question, some of which are not suitable training targets, such as emoji or spelling variants. For TriviaQA, we ﬁlter out answer candidates if they do not occur in top 1000 documents for the query.","The text discusses the use of multiple answer annotations in open-domain QA models, specifically mentioning how different datasets like Natural Questions, WebQuestions, and TriviaQA are handled during training to improve accuracy.",,"((300.0, 270.06755999999984), (300.0, 509.8636711111112), (1409.453857421875, 509.8636711111112), (1409.453857421875, 270.06755999999984))",application/pdf,['eng'],18,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.952280223,743e0c97d50217549789e52c6410d1c3,,,,,327ba7a3b0953581047a6630fa46685e
207,NarrativeText,NarrativeText,NarrativeText,TRUE,"CuratedTrec preprocessing The answers for CuratedTrec are given in the form of regular expres- sions, which has been suggested as a reason why it is unsuitable for answer-generation models [20]. To overcome this, we use a pre-processing step where we ﬁrst retrieve the top 1000 documents for each query, and use the answer that most frequently matches the regex pattern as the supervision target. If no matches are found, we resort to a simple heuristic: generate all possible permutations for each regex, replacing non-deterministic symbols in the regex nested tree structure with a whitespace.","The text describes a preprocessing method for the CuratedTrec dataset, where answers are given as regular expressions. It explains the steps taken to retrieve documents and generate answers that match the regex patterns.",,"((299.14166666666665, 546.0849538888889), (299.14166666666665, 725.4664488888889), (1412.5635986328125, 725.4664488888889), (1412.5635986328125, 546.0849538888889))",application/pdf,['eng'],18,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.945955276,743e0c97d50217549789e52c6410d1c3,,,,,3f3a7fd592a460b66e7321d298665b3d
208,NarrativeText,NarrativeText,NarrativeText,TRUE,"TriviaQA Evaluation setups The open-domain QA community customarily uses public develop- ment datasets as test datasets, as test data for QA datasets is often restricted and dedicated to reading compehension purposes. We report our results using the datasets splits used in DPR [26], which are consistent with common practice in Open-domain QA. For TriviaQA, this test dataset is the public TriviaQA Web Development split. Roberts et al. [52] used the TriviaQA ofﬁcial Wikipedia test set instead. Févry et al. [14] follow this convention in order to compare with Roberts et al. [52] (See appendix of [14]). We report results on both test sets to enable fair comparison to both approaches. We ﬁnd that our performance is much higher using the ofﬁcial Wiki test set, rather than the more conventional open-domain test set, which we attribute to the ofﬁcial Wiki test set questions being simpler to answer from Wikipedia.","The text discusses the evaluation setups for TriviaQA in the context of open-domain QA, comparing different test datasets and reporting results to enable fair comparison between approaches.",,"((298.7, 761.6905094444443), (298.7, 1062.2858933333332), (1411.473876953125, 1062.2858933333332), (1411.473876953125, 761.6905094444443))",application/pdf,['eng'],18,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.949837863,743e0c97d50217549789e52c6410d1c3,,,,,9929f91fe3ae745354ced6b82b064be2
209,Title,Title,Title,TRUE,E Further Details on FEVER,The text appears to be a title or heading for a section providing further details on FEVER.,,"((300.0, 1108.7956577777777), (300.0, 1142.0045466666666), (738.15808, 1142.0045466666666), (738.15808, 1108.7956577777777))",application/pdf,['eng'],18,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.920394361,,,,,,ab0d42fa1433ef05d1577c648123092a
210,NarrativeText,NarrativeText,NarrativeText,TRUE,"For FEVER classiﬁcation, we follow the practice from [32], and ﬁrst re-generate the claim, and then classify using the representation of the ﬁnal hidden state, before ﬁnally marginalizing across documents to obtain the class probabilities. The FEVER task traditionally has two sub-tasks. The ﬁrst is to classify the claim as either ""Supported"", ""Refuted"" or ""Not Enough Info"", which is the task we explore in the main paper. FEVER’s other sub-task involves extracting sentences from Wikipedia as evidence supporting the classiﬁcation prediction. As FEVER uses a different Wikipedia dump to us, directly tackling this task is not straightforward. We hope to address this in future work.","The text discusses the methodology for FEVER classification, including the process of re-generating claims, classifying them, and marginalizing across documents. It also mentions the two sub-tasks of the FEVER task: classifying claims and extracting supporting evidence from Wikipedia.",,"((299.0027777777778, 1177.4592266666666), (299.0027777777778, 1386.949782222222), (1411.2562255859375, 1386.949782222222), (1411.2562255859375, 1177.4592266666666))",application/pdf,['eng'],18,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.950925708,ab0d42fa1433ef05d1577c648123092a,,,,,19c039a20c25d6daa8af532cf6b258ca
211,Title,UncategorizedText,Title,FALSE,F Null Document Probabilities,The text 'F Null Document Probabilities' does not make sense by itself and does not clearly fit into any of the specified categories.,,"((298.1177062988281, 1433.4623244444444), (298.1177062988281, 1466.671213333333), (759.536865234375, 1466.671213333333), (759.536865234375, 1433.4623244444444))",application/pdf,['eng'],18,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.915513694,,,,,,7b94920f67bb7800a18a871e136b1ed0
212,NarrativeText,NarrativeText,NarrativeText,TRUE,"We experimented with adding ""Null document"" mechanism to RAG, similar to REALM [20] in order to model cases where no useful information could be retrieved for a given input. Here, if k documents were retrieved, we would additionally ""retrieve"" an empty document and predict a logit for the null document, before marginalizing over k + 1 predictions. We explored modelling this null document logit by learning (i) a document embedding for the null document, (ii) a static learnt bias term, or (iii) a neural network to predict the logit. We did not ﬁnd that these improved performance, so in the interests of simplicity, we omit them. For Open MS-MARCO, where useful retrieved documents cannot always be retrieved, we observe that the model learns to always retrieve a particular set of documents for questions that are less likely to beneﬁt from retrieval, suggesting that null document mechanisms may not be necessary for RAG.","The text discusses an experiment with adding a 'Null document' mechanism to RAG, similar to REALM, to handle cases where no useful information is retrieved. It explains the methods explored for modeling the null document logit and concludes that these methods did not improve performance, thus they were omitted for simplicity. It also notes observations from the Open MS-MARCO dataset regarding the retrieval of documents.",,"((298.7, 1502.1231155555556), (298.7, 1802.524782222222), (1408.9925537109375, 1802.524782222222), (1408.9925537109375, 1502.1231155555556))",application/pdf,['eng'],18,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.953433573,7b94920f67bb7800a18a871e136b1ed0,,,,,c378d3d42c4c1c2c80e0b2c3080bf78c
213,Title,Title,Title,TRUE,G Parameters,"The text 'G Parameters' appears to be a heading or title, likely indicating a section or subsection in a document.",,"((296.3894958496094, 1849.0345466666668), (296.3894958496094, 1882.2434355555556), (527.2184448242188, 1882.2434355555556), (527.2184448242188, 1849.0345466666668))",application/pdf,['eng'],18,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.900629699,,,,,,0a96175e8fd9c2d46b2be09b38f045d3
214,NarrativeText,NarrativeText,NarrativeText,TRUE,"Our RAG models contain the trainable parameters for the BERT-base query and document encoder of DPR, with 110M parameters each (although we do not train the document encoder ourselves) and 406M trainable parameters from BART-large, 406M parameters, making a total of 626M trainable","The text describes the trainable parameters of RAG models, including the BERT-base query and document encoder of DPR and BART-large, totaling 626M trainable parameters.",,"((298.3764343261719, 1917.6981155555554), (298.3764343261719, 2005.97756), (1409.25830078125, 2005.97756), (1409.25830078125, 1917.6981155555554))",application/pdf,['eng'],18,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.944669127,0a96175e8fd9c2d46b2be09b38f045d3,,,,,446e6e901781dca12a4bbf57b99b5e2a
215,Footer,UncategorizedText,UncategorizedText,FALSE,18,The text '18' does not provide enough context or information to be classified into any specific category.,,"((836.1638888888889, 2061.325893333333), (836.1638888888889, 2088.999782222222), (865.0907592773438, 2088.999782222222), (865.0907592773438, 2061.325893333333))",application/pdf,['eng'],18,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.760522485,,,,,,7510fd846b9d3578459aec4a9f5e9579
216,FigureCaption,FigureCaption,FigureCaption,TRUE,Table 7: Number of instances in the datasets used. *A hidden subset of this data is used for evaluation,"This text block is a caption for Table 7, indicating the number of instances in the datasets used and mentioning that a hidden subset of this data is used for evaluation.",,"((299.14166666666665, 218.8870044444444), (299.14166666666665, 246.56089333333347), (1399.9862740777774, 246.56089333333347), (1399.9862740777774, 218.8870044444444))",application/pdf,['eng'],19,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.878635406,,,,,,ee09fc019c02aecaa01e0485a0deb215
217,Table,,,,Task Train Development Test Natural Questions TriviaQA WebQuestions CuratedTrec Jeopardy Question Generation MS-MARCO FEVER-3-way FEVER-2-way 79169 78786 3418 635 97392 153726 145450 96966 8758 8838 362 134 13714 12468 10000 6666 3611 11314 2033 635 26849 101093* 10000 6666,,,"((484.2055358886719, 268.2554626464844), (484.2055358886719, 542.59326171875), (1221.9962158203125, 542.59326171875), (1221.9962158203125, 268.2554626464844))",application/pdf,['eng'],19,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.934923053,,./images/Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf/table-19-5.jpg,,,,00769717a3e087a8df85452c617ca67d
218,NarrativeText,NarrativeText,NarrativeText,TRUE,"parameters. The best performing ""closed-book"" (parametric only) open-domain QA model is T5-11B with 11 Billion trainable parameters. The T5 model with the closest number of parameters to our models is T5-large (770M parameters), which achieves a score of 28.9 EM on Natural Questions [52], substantially below the 44.5 that RAG-Sequence achieves, indicating that hybrid parametric/non- parametric models require far fewer trainable parameters for strong open-domain QA performance. The non-parametric memory index does not consist of trainable parameters, but does consists of 21M 728 dimensional vectors, consisting of 15.3B values. These can be easily be stored at 8-bit ﬂoating point precision to manage memory and disk footprints.","This text block discusses the performance of different open-domain QA models, comparing the T5-11B model with 11 billion parameters to the T5-large model with 770 million parameters. It highlights the efficiency of hybrid parametric/non-parametric models, specifically mentioning the RAG-Sequence model and its performance. The text also details the non-parametric memory index and its storage requirements.",,"((299.0027777777778, 605.8675599999999), (299.0027777777778, 845.6608933333332), (1407.8076171875, 845.6608933333332), (1407.8076171875, 605.8675599999999))",application/pdf,['eng'],19,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.949197888,,,,,,92275503f7c4d1704d9a92d4b08f2e88
219,Title,UncategorizedText,Title,FALSE,H Retrieval Collapse,The text 'H Retrieval Collapse' does not provide enough context or information to be classified into any specific category.,,"((297.9806823730469, 892.2873244444444), (297.9806823730469, 925.4962133333332), (622.2971801757812, 925.4962133333332), (622.2971801757812, 892.2873244444444))",application/pdf,['eng'],19,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.907250464,,,,,,8cc9db04a2f4cc220f257af592fffe8a
220,NarrativeText,NarrativeText,NarrativeText,TRUE,"In preliminary experiments, we observed that for some tasks such as story generation [11], the retrieval component would “collapse” and learn to retrieve the same documents regardless of the input. In these cases, once retrieval had collapsed, the generator would learn to ignore the documents, and the RAG model would perform equivalently to BART. The collapse could be due to a less-explicit requirement for factual knowledge in some tasks, or the longer target sequences, which could result in less informative gradients for the retriever. Perez et al. [46] also found spurious retrieval results when optimizing a retrieval component in order to improve performance on downstream tasks.","The text discusses the behavior of a retrieval component in preliminary experiments, particularly its tendency to 'collapse' and retrieve the same documents regardless of input in certain tasks like story generation. It also mentions the impact of this collapse on the generator and the overall model performance, comparing it to BART. Additionally, it references a study by Perez et al. that found similar issues with spurious retrieval results.",,"((299.0027777777778, 961.0620044444444), (299.0027777777778, 1170.5553377777776), (1409.17724609375, 1170.5553377777776), (1409.17724609375, 961.0620044444444))",application/pdf,['eng'],19,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.947708249,8cc9db04a2f4cc220f257af592fffe8a,,,,,2468b5236da66343df583c9d870c41f3
