,type,element_id,text,coordinates_points,coordinates_system,coordinates_layout_width,coordinates_layout_height,last_modified,filetype,languages,page_number,file_directory,filename,detection_class_prob,parent_id,image_path,next_block,makes_sense,block_type,description,table_text,image_description
205,Title,743e0c97d50217549789e52c6410d1c3,D Further Details on Open-Domain QA,"((299.7496337890625, 201.40676888888876), (299.7496337890625, 234.61565777777764), (888.1438598632812, 234.61565777777764), (888.1438598632812, 201.40676888888876))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],18,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9220584630966188,,,"For open-domain QA, multiple answer annotations are often available for a given question. These answer annotations are exploited by extractive models during training as typically all the answer annotations are used to ﬁnd matches within documents when preparing training data. For RAG, we also make use of multiple annotation examples for Natural Questions and WebQuestions by training the model with each (q, a) pair separately, leading to a small increase in accuracy. For TriviaQA, there are often many valid answers to a given question, some of which are not suitable training targets, such as emoji or spelling variants. For TriviaQA, we ﬁlter out answer candidates if they do not occur in top 1000 documents for the query.",True,Title,A section title likely indicating the beginning of a section discussing open-domain Question Answering.,,
206,NarrativeText,327ba7a3b0953581047a6630fa46685e,"For open-domain QA, multiple answer annotations are often available for a given question. These answer annotations are exploited by extractive models during training as typically all the answer annotations are used to ﬁnd matches within documents when preparing training data. For RAG, we also make use of multiple annotation examples for Natural Questions and WebQuestions by training the model with each (q, a) pair separately, leading to a small increase in accuracy. For TriviaQA, there are often many valid answers to a given question, some of which are not suitable training targets, such as emoji or spelling variants. For TriviaQA, we ﬁlter out answer candidates if they do not occur in top 1000 documents for the query.","((300.0, 270.06755999999984), (300.0, 509.8636711111112), (1409.453857421875, 509.8636711111112), (1409.453857421875, 270.06755999999984))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],18,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9522802233695984,743e0c97d50217549789e52c6410d1c3,,"CuratedTrec preprocessing The answers for CuratedTrec are given in the form of regular expres- sions, which has been suggested as a reason why it is unsuitable for answer-generation models [20]. To overcome this, we use a pre-processing step where we ﬁrst retrieve the top 1000 documents for each query, and use the answer that most frequently matches the regex pattern as the supervision target. If no matches are found, we resort to a simple heuristic: generate all possible permutations for each regex, replacing non-deterministic symbols in the regex nested tree structure with a whitespace.",True,NarrativeText,"This block discusses the use of multiple answer annotations in open-domain question answering (QA) systems, specifically focusing on extractive models and Retrieval-Augmented Generation (RAG). It highlights how these annotations are utilized during training to enhance accuracy.",,
207,NarrativeText,3f3a7fd592a460b66e7321d298665b3d,"CuratedTrec preprocessing The answers for CuratedTrec are given in the form of regular expres- sions, which has been suggested as a reason why it is unsuitable for answer-generation models [20]. To overcome this, we use a pre-processing step where we ﬁrst retrieve the top 1000 documents for each query, and use the answer that most frequently matches the regex pattern as the supervision target. If no matches are found, we resort to a simple heuristic: generate all possible permutations for each regex, replacing non-deterministic symbols in the regex nested tree structure with a whitespace.","((299.14166666666665, 546.0849538888889), (299.14166666666665, 725.4664488888889), (1412.5635986328125, 725.4664488888889), (1412.5635986328125, 546.0849538888889))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],18,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9459552764892578,743e0c97d50217549789e52c6410d1c3,,"TriviaQA Evaluation setups The open-domain QA community customarily uses public develop- ment datasets as test datasets, as test data for QA datasets is often restricted and dedicated to reading compehension purposes. We report our results using the datasets splits used in DPR [26], which are consistent with common practice in Open-domain QA. For TriviaQA, this test dataset is the public TriviaQA Web Development split. Roberts et al. [52] used the TriviaQA ofﬁcial Wikipedia test set instead. Févry et al. [14] follow this convention in order to compare with Roberts et al. [52] (See appendix of [14]). We report results on both test sets to enable fair comparison to both approaches. We ﬁnd that our performance is much higher using the ofﬁcial Wiki test set, rather than the more conventional open-domain test set, which we attribute to the ofﬁcial Wiki test set questions being simpler to answer from Wikipedia.",True,NarrativeText,"This text describes a preprocessing step used to adapt the CuratedTrec dataset for answer-generation models. It explains how the method addresses the issue of answers being in regular expression format, which is not ideal for these models.",,
208,NarrativeText,9929f91fe3ae745354ced6b82b064be2,"TriviaQA Evaluation setups The open-domain QA community customarily uses public develop- ment datasets as test datasets, as test data for QA datasets is often restricted and dedicated to reading compehension purposes. We report our results using the datasets splits used in DPR [26], which are consistent with common practice in Open-domain QA. For TriviaQA, this test dataset is the public TriviaQA Web Development split. Roberts et al. [52] used the TriviaQA ofﬁcial Wikipedia test set instead. Févry et al. [14] follow this convention in order to compare with Roberts et al. [52] (See appendix of [14]). We report results on both test sets to enable fair comparison to both approaches. We ﬁnd that our performance is much higher using the ofﬁcial Wiki test set, rather than the more conventional open-domain test set, which we attribute to the ofﬁcial Wiki test set questions being simpler to answer from Wikipedia.","((298.7, 761.6905094444443), (298.7, 1062.2858933333332), (1411.473876953125, 1062.2858933333332), (1411.473876953125, 761.6905094444443))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],18,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.949837863445282,743e0c97d50217549789e52c6410d1c3,,E Further Details on FEVER,True,NarrativeText,"This block discusses the evaluation setups for TriviaQA, including the use of different test datasets like the TriviaQA Web Development split and the official TriviaQA Wikipedia test set. It also mentions findings and observations related to performance differences between these datasets.",,
209,Title,ab0d42fa1433ef05d1577c648123092a,E Further Details on FEVER,"((300.0, 1108.7956577777777), (300.0, 1142.0045466666666), (738.15808, 1142.0045466666666), (738.15808, 1108.7956577777777))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],18,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9203943610191344,,,"For FEVER classiﬁcation, we follow the practice from [32], and ﬁrst re-generate the claim, and then classify using the representation of the ﬁnal hidden state, before ﬁnally marginalizing across documents to obtain the class probabilities. The FEVER task traditionally has two sub-tasks. The ﬁrst is to classify the claim as either ""Supported"", ""Refuted"" or ""Not Enough Info"", which is the task we explore in the main paper. FEVER’s other sub-task involves extracting sentences from Wikipedia as evidence supporting the classiﬁcation prediction. As FEVER uses a different Wikipedia dump to us, directly tackling this task is not straightforward. We hope to address this in future work.",True,Title,A title indicating a section or subsection related to further details about FEVER.,,
210,NarrativeText,19c039a20c25d6daa8af532cf6b258ca,"For FEVER classiﬁcation, we follow the practice from [32], and ﬁrst re-generate the claim, and then classify using the representation of the ﬁnal hidden state, before ﬁnally marginalizing across documents to obtain the class probabilities. The FEVER task traditionally has two sub-tasks. The ﬁrst is to classify the claim as either ""Supported"", ""Refuted"" or ""Not Enough Info"", which is the task we explore in the main paper. FEVER’s other sub-task involves extracting sentences from Wikipedia as evidence supporting the classiﬁcation prediction. As FEVER uses a different Wikipedia dump to us, directly tackling this task is not straightforward. We hope to address this in future work.","((299.0027777777778, 1177.4592266666666), (299.0027777777778, 1386.949782222222), (1411.2562255859375, 1386.949782222222), (1411.2562255859375, 1177.4592266666666))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],18,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9509257078170776,ab0d42fa1433ef05d1577c648123092a,,F Null Document Probabilities,True,NarrativeText,"This excerpt delves into the application of their model for the FEVER classification task, specifically focusing on classifying claims as 'Supported,' 'Refuted,' or 'Not Enough Info'. It mentions their approach to claim regeneration and classification using hidden states. It briefly touches upon the challenges of the evidence extraction sub-task within the FEVER framework.",,
211,Title,7b94920f67bb7800a18a871e136b1ed0,F Null Document Probabilities,"((298.1177062988281, 1433.4623244444444), (298.1177062988281, 1466.671213333333), (759.536865234375, 1466.671213333333), (759.536865234375, 1433.4623244444444))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],18,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9155136942863464,,,"We experimented with adding ""Null document"" mechanism to RAG, similar to REALM [20] in order to model cases where no useful information could be retrieved for a given input. Here, if k documents were retrieved, we would additionally ""retrieve"" an empty document and predict a logit for the null document, before marginalizing over k + 1 predictions. We explored modelling this null document logit by learning (i) a document embedding for the null document, (ii) a static learnt bias term, or (iii) a neural network to predict the logit. We did not ﬁnd that these improved performance, so in the interests of simplicity, we omit them. For Open MS-MARCO, where useful retrieved documents cannot always be retrieved, we observe that the model learns to always retrieve a particular set of documents for questions that are less likely to beneﬁt from retrieval, suggesting that null document mechanisms may not be necessary for RAG.",True,Title,This is likely a section title about 'Null Document Probabilities' within a larger document about Retrieval-Augmented Generation (RAG) for Natural Language Processing (NLP) tasks.,,
212,NarrativeText,c378d3d42c4c1c2c80e0b2c3080bf78c,"We experimented with adding ""Null document"" mechanism to RAG, similar to REALM [20] in order to model cases where no useful information could be retrieved for a given input. Here, if k documents were retrieved, we would additionally ""retrieve"" an empty document and predict a logit for the null document, before marginalizing over k + 1 predictions. We explored modelling this null document logit by learning (i) a document embedding for the null document, (ii) a static learnt bias term, or (iii) a neural network to predict the logit. We did not ﬁnd that these improved performance, so in the interests of simplicity, we omit them. For Open MS-MARCO, where useful retrieved documents cannot always be retrieved, we observe that the model learns to always retrieve a particular set of documents for questions that are less likely to beneﬁt from retrieval, suggesting that null document mechanisms may not be necessary for RAG.","((298.7, 1502.1231155555556), (298.7, 1802.524782222222), (1408.9925537109375, 1802.524782222222), (1408.9925537109375, 1502.1231155555556))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],18,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9534335732460022,7b94920f67bb7800a18a871e136b1ed0,,G Parameters,True,NarrativeText,"This paragraph describes the authors' experiments with a ""Null document"" mechanism in RAG and their findings on the Open MS-MARCO dataset.",,
213,Title,0a96175e8fd9c2d46b2be09b38f045d3,G Parameters,"((296.3894958496094, 1849.0345466666668), (296.3894958496094, 1882.2434355555556), (527.2184448242188, 1882.2434355555556), (527.2184448242188, 1849.0345466666668))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],18,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9006296992301941,,,"Our RAG models contain the trainable parameters for the BERT-base query and document encoder of DPR, with 110M parameters each (although we do not train the document encoder ourselves) and 406M trainable parameters from BART-large, 406M parameters, making a total of 626M trainable",True,UncategorizedText,"Potentially refers to a set of parameters, likely within a technical context.",,
214,NarrativeText,446e6e901781dca12a4bbf57b99b5e2a,"Our RAG models contain the trainable parameters for the BERT-base query and document encoder of DPR, with 110M parameters each (although we do not train the document encoder ourselves) and 406M trainable parameters from BART-large, 406M parameters, making a total of 626M trainable","((298.3764343261719, 1917.6981155555554), (298.3764343261719, 2005.97756), (1409.25830078125, 2005.97756), (1409.25830078125, 1917.6981155555554))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],18,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9446691274642944,0a96175e8fd9c2d46b2be09b38f045d3,,18,True,NarrativeText,"This text block describes the number of trainable parameters in different components of their RAG models, highlighting the model sizes.",,
